driver_id,age,experience_years,avg_speed,harsh_braking,sudden_acceleration,mobile_usage_minutes,night_driving_hours,fatigue_score,traffic_violations,seatbelt_compliance,weather_risk,weekly_driving_hours,accident_history,driver_risk
100725,29,9,46.17,0,1,24.11,1.01,2.58,0.0,0.926,2.0,33.38,0,Safe
100726,55,34,48.02,0,1,32.72,3.7,2.62,1.0,0.906,5.0,53.31,2,High Risk
100727,42,29,53.67,1,0,21.69,4.41,4.67,0.0,0.932,3.0,39.27,0,Safe
100728,47,29,54.84,2,5,13.3,3.71,5.81,2.0,0.945,1.0,49.18,0,Safe
100729,26,2,43.46,2,0,30.84,7.72,4.21,0.0,,1.0,48.24,0,High Risk
100730,27,13,44.86,0,0,25.22,1.94,3.52,0.0,0.981,2.0,34.78,0,Safe
100731,44,33,35.04,1,1,34.0,0.07,1.65,0.0,0.95,2.0,26.08,0,Safe
100732,40,20,25.0,1,0,16.39,1.21,3.34,0.0,0.933,1.0,39.7,0,Safe
100733,45,20,55.39,2,1,29.31,3.38,3.17,0.0,0.861,3.0,32.85,1,Safe
100734,37,17,82.18,5,2,28.21,5.37,4.18,0.0,1.0,2.0,34.03,0,Moderate Risk
100735,42,24,83.07,4,5,31.46,3.42,4.77,0.0,1.0,5.0,13.63,1,High Risk
100736,41,29,45.85,2,1,37.22,2.16,4.02,,0.828,3.0,24.94,0,Safe
100737,48,26,58.06,4,2,,5.61,4.05,0.0,0.973,2.0,53.32,1,Moderate Risk
100738,48,26,39.68,1,2,17.88,2.86,2.41,0.0,1.0,3.0,32.47,0,Safe
100739,21,8,39.32,2,1,25.13,1.26,4.31,0.0,0.931,5.0,53.63,1,Safe
100740,18,0,41.51,0,0,21.68,5.54,2.91,0.0,0.889,1.0,29.41,2,Safe
100741,50,27,53.04,0,1,25.64,4.13,5.66,0.0,0.869,3.0,49.78,0,Safe
100742,52,28,54.66,3,3,22.28,3.4,3.93,0.0,0.951,2.0,41.12,0,Safe
100743,28,6,63.66,1,2,16.79,,3.33,1.0,0.838,3.0,47.12,3,High Risk
100744,19,0,67.59,3,3,35.7,3.66,2.5,1.0,0.844,3.0,34.96,0,High Risk
100745,40,18,60.14,3,0,16.33,3.78,3.42,0.0,0.88,1.0,44.52,1,Safe
100746,49,26,63.28,4,0,25.97,1.4,3.29,0.0,,3.0,58.49,0,Safe
100747,59,46,52.7,3,1,11.42,1.8,3.81,0.0,1.0,2.0,53.77,0,Safe
100748,45,31,44.1,1,1,25.18,2.19,2.41,1.0,0.885,4.0,36.56,0,Safe
100749,35,18,42.18,3,0,23.64,4.48,4.67,1.0,0.879,2.0,19.48,0,High Risk
100750,29,10,63.84,0,3,26.34,2.39,0.87,0.0,0.986,2.0,38.89,0,Safe
100751,39,18,57.25,1,0,27.9,3.14,4.08,0.0,0.863,4.0,47.12,1,Moderate Risk
100752,36,15,32.92,0,0,37.44,3.01,3.38,0.0,0.686,2.0,43.15,0,Safe
100753,28,4,51.36,3,0,22.65,3.63,3.8,1.0,,3.0,28.35,1,Moderate Risk
100754,62,38,49.12,4,2,11.63,1.7,4.53,0.0,1.0,1.0,48.18,0,Safe
100755,59,43,72.93,2,0,19.01,2.65,4.74,1.0,0.995,1.0,55.38,0,Safe
100756,51,30,52.81,2,0,35.72,1.04,4.28,0.0,0.929,5.0,61.32,0,Safe
100757,29,13,62.66,1,1,11.5,3.38,4.93,0.0,0.914,1.0,38.15,0,Safe
100758,48,29,75.57,3,5,12.92,2.95,5.41,1.0,0.803,2.0,73.86,0,Moderate Risk
100759,46,25,51.59,2,0,22.22,3.21,5.74,0.0,0.901,4.0,60.94,0,Moderate Risk
100760,44,38,61.03,1,2,36.33,3.95,3.77,1.0,0.89,3.0,48.38,0,Safe
100761,53,24,69.63,4,3,,6.2,5.28,0.0,0.908,2.0,46.42,0,Moderate Risk
100762,46,24,59.42,1,0,21.95,0.3,4.17,0.0,0.958,2.0,59.95,1,Safe
100763,47,30,71.27,3,4,16.85,2.37,3.31,1.0,1.0,2.0,33.04,0,Safe
100764,46,18,45.03,0,0,20.76,1.75,4.39,0.0,0.907,2.0,32.33,0,Safe
100765,43,25,61.05,2,0,32.72,3.62,4.02,0.0,0.885,2.0,28.04,1,Safe
100766,19,0,52.44,2,0,39.0,5.04,2.95,1.0,0.969,3.0,34.94,0,Safe
100767,40,22,61.58,2,2,34.25,1.12,4.88,0.0,0.841,2.0,32.52,0,Safe
100768,33,7,68.04,5,1,33.97,4.17,3.57,1.0,0.877,4.0,35.28,0,Safe
100769,25,6,59.4,1,2,17.7,5.13,2.14,1.0,0.903,4.0,38.9,1,Moderate Risk
100770,57,37,63.73,2,4,48.17,3.72,7.97,0.0,0.833,3.0,29.6,0,Safe
100771,58,33,60.16,0,1,46.4,2.43,3.35,0.0,0.864,1.0,61.65,0,Safe
100772,54,32,56.16,1,2,21.54,4.15,4.93,1.0,0.9,3.0,59.34,0,Moderate Risk
100773,42,22,74.57,4,2,38.0,2.75,2.88,0.0,0.944,2.0,37.32,0,Safe
100774,54,30,54.57,2,7,9.78,4.54,3.57,2.0,0.918,2.0,62.38,0,Moderate Risk
100775,39,9,56.52,1,1,41.85,4.17,3.83,2.0,0.851,3.0,44.64,0,Moderate Risk
100776,41,20,56.77,0,4,26.5,2.92,2.93,1.0,0.938,5.0,55.59,0,Moderate Risk
100777,27,7,48.71,5,1,18.14,1.49,3.95,0.0,0.871,2.0,23.26,0,Safe
100778,43,23,41.28,0,0,40.66,3.18,6.75,1.0,0.822,1.0,39.02,0,Safe
100779,40,15,61.38,3,0,12.59,1.57,3.22,0.0,1.0,1.0,48.84,0,Safe
100780,25,8,57.08,4,1,36.37,1.75,1.81,1.0,0.875,2.0,37.79,0,Safe
100781,38,19,49.08,5,1,40.98,2.68,3.0,0.0,0.898,3.0,40.07,0,Safe
100782,38,24,66.07,2,1,43.72,2.99,3.41,0.0,0.864,1.0,41.95,0,Safe
100783,59,44,79.28,3,3,7.57,0.97,3.09,0.0,0.854,4.0,52.16,0,Safe
100784,49,31,42.88,0,0,11.62,2.72,2.97,0.0,0.902,5.0,46.16,0,Safe
100785,39,19,66.19,2,1,13.88,2.87,6.06,2.0,0.845,5.0,60.88,0,Moderate Risk
100786,42,15,29.31,0,0,33.76,2.37,3.62,0.0,0.927,3.0,29.43,0,Safe
100787,39,17,57.18,2,0,50.07,2.89,5.38,1.0,,1.0,42.87,0,Moderate Risk
100788,37,21,78.34,4,5,29.46,4.31,4.19,1.0,0.94,4.0,51.07,1,High Risk
100789,27,10,50.9,1,1,21.14,2.88,3.39,0.0,0.834,4.0,25.28,0,Moderate Risk
100790,37,12,61.2,2,1,48.13,4.47,4.34,0.0,0.723,2.0,36.52,0,Moderate Risk
100791,31,7,61.23,2,3,49.96,3.49,4.61,2.0,0.697,3.0,41.63,0,Moderate Risk
100792,25,5,33.05,2,2,54.33,5.42,4.88,0.0,0.873,2.0,57.13,0,High Risk
100793,45,27,56.2,0,3,15.1,4.41,3.96,0.0,0.899,3.0,45.58,0,Safe
100794,43,19,60.57,0,4,14.53,2.91,3.01,0.0,0.832,4.0,51.28,0,Moderate Risk
100795,19,3,81.22,3,3,15.3,2.59,6.03,0.0,0.943,,48.54,1,High Risk
100796,38,17,47.3,0,0,14.76,4.15,3.76,1.0,0.979,1.0,8.67,0,Safe
100797,50,21,49.73,1,1,11.44,2.32,3.92,0.0,0.925,2.0,43.58,0,Safe
100798,51,30,42.96,1,2,36.53,0.34,3.27,0.0,0.861,2.0,39.37,0,Safe
100799,50,33,47.68,2,2,27.27,4.25,2.85,0.0,0.899,2.0,63.3,0,Safe
100800,39,18,68.33,1,2,93.18,2.26,4.17,0.0,0.885,5.0,50.34,0,Moderate Risk
100801,30,12,55.91,1,0,25.43,0.0,3.04,0.0,0.975,1.0,51.14,0,Safe
100802,27,13,43.91,2,0,26.7,3.32,3.78,0.0,0.881,2.0,47.1,0,Safe
100803,43,20,52.95,2,1,41.56,4.83,5.16,1.0,0.889,3.0,43.66,0,Safe
100804,43,19,57.41,2,1,,2.27,3.86,0.0,1.0,3.0,52.21,0,Safe
100805,53,34,48.2,0,1,14.24,2.41,2.89,0.0,1.0,2.0,45.22,1,Safe
100806,51,33,46.91,4,2,,3.85,7.23,1.0,0.92,4.0,60.67,0,Moderate Risk
100807,38,22,54.66,2,1,23.12,2.41,3.83,0.0,1.0,2.0,30.01,0,Safe
100808,25,6,46.63,1,1,30.01,,3.72,0.0,0.912,1.0,51.77,0,Moderate Risk
100809,35,17,45.33,0,2,52.82,4.85,4.55,0.0,0.964,4.0,37.39,0,High Risk
100810,41,25,56.03,4,0,17.06,4.24,4.81,0.0,0.872,4.0,51.65,0,Safe
100811,37,10,59.61,0,2,19.59,3.92,3.34,3.0,0.956,3.0,21.34,1,Safe
100812,33,11,53.0,1,1,37.51,,4.67,0.0,0.953,2.0,43.66,0,Moderate Risk
100813,42,20,63.67,2,1,,4.23,3.8,1.0,0.914,5.0,40.59,0,High Risk
100814,33,10,78.18,1,0,85.18,2.87,5.0,1.0,0.777,2.0,39.66,0,High Risk
100815,32,9,81.51,2,1,24.48,4.4,2.22,0.0,0.911,3.0,18.77,0,Safe
100816,42,24,41.77,0,0,28.53,0.54,4.48,0.0,0.813,5.0,43.67,0,Safe
100817,35,14,41.95,0,0,42.71,5.01,3.6,0.0,0.845,4.0,42.64,0,Safe
100818,42,23,45.67,2,0,25.76,1.72,4.06,,0.872,3.0,21.68,0,Safe
100819,42,20,70.69,1,2,23.4,3.97,3.15,0.0,0.968,3.0,28.59,0,Safe
100820,26,5,45.96,0,1,41.4,5.28,5.75,0.0,0.901,2.0,40.99,0,Moderate Risk
100821,34,16,60.95,4,1,18.07,4.02,5.33,1.0,0.958,4.0,46.4,1,Safe
100822,55,41,77.14,4,5,25.48,3.66,3.21,0.0,1.0,5.0,46.41,0,Safe
100823,26,6,57.92,1,3,18.16,3.81,2.86,0.0,0.825,4.0,39.86,0,Moderate Risk
100824,18,0,71.55,1,2,40.43,1.77,6.33,0.0,0.979,3.0,38.32,0,Moderate Risk
100825,19,7,66.1,1,1,24.57,5.88,4.87,0.0,0.956,5.0,33.0,0,Safe
100826,39,17,51.65,2,0,29.35,5.19,5.22,0.0,0.799,1.0,39.6,0,Moderate Risk
100827,39,15,68.59,1,5,44.31,2.74,2.55,2.0,0.928,2.0,24.48,0,Moderate Risk
100828,38,8,48.07,0,1,18.55,0.0,1.66,0.0,0.948,4.0,32.74,0,Safe
100829,52,34,76.33,1,1,29.24,4.71,4.61,1.0,0.942,5.0,44.97,0,Moderate Risk
100830,18,0,52.81,1,4,40.7,0.74,3.44,0.0,0.801,5.0,52.83,0,Moderate Risk
100831,43,28,51.87,2,0,34.02,3.9,3.18,1.0,0.9,3.0,42.7,0,Safe
100832,56,35,45.81,3,1,20.23,1.76,4.08,,0.977,5.0,70.44,1,Moderate Risk
100833,27,6,41.64,2,2,15.8,4.48,2.31,0.0,0.909,3.0,62.48,0,Safe
100834,35,18,49.94,3,2,44.73,1.59,4.37,0.0,0.785,4.0,42.8,0,Moderate Risk
100835,31,12,31.65,2,1,14.9,3.49,2.56,0.0,0.889,3.0,35.67,0,Moderate Risk
100836,29,17,58.57,4,2,13.38,0.43,4.02,0.0,0.95,2.0,68.93,0,High Risk
100837,35,11,52.28,3,2,26.02,3.54,4.18,0.0,0.884,2.0,49.37,0,Moderate Risk
100838,55,38,73.4,2,6,15.86,2.99,4.27,0.0,1.0,3.0,51.62,0,Safe
100839,59,39,65.11,7,3,27.12,4.22,5.58,1.0,0.975,4.0,37.92,0,Moderate Risk
100840,35,21,48.58,1,2,36.13,2.4,3.18,0.0,0.943,3.0,37.49,0,Safe
100841,60,43,47.62,1,1,18.93,3.48,2.59,0.0,0.952,3.0,35.45,0,Safe
100842,39,20,60.94,5,2,67.23,2.57,6.46,1.0,0.815,2.0,60.26,0,High Risk
100843,58,38,78.91,0,3,14.44,3.77,5.7,0.0,1.0,2.0,52.38,0,Safe
100844,38,16,55.33,3,0,12.91,4.02,5.07,0.0,0.896,5.0,37.8,0,Safe
100845,40,14,58.03,1,3,25.3,4.92,1.62,1.0,0.905,1.0,35.41,0,Safe
100846,43,20,39.31,1,0,25.44,1.25,3.9,0.0,0.904,3.0,30.5,0,Safe
100847,70,46,35.08,0,1,28.59,2.84,2.92,0.0,0.833,1.0,47.28,0,Safe
100848,48,22,50.23,3,0,20.51,3.66,4.87,0.0,0.948,3.0,44.89,0,Moderate Risk
100849,31,9,64.11,2,2,15.21,6.66,3.72,2.0,0.977,2.0,12.67,0,Moderate Risk
100850,50,30,76.02,1,3,24.52,6.37,4.11,1.0,0.876,1.0,33.03,1,Moderate Risk
100851,35,11,70.89,3,2,31.36,1.2,2.99,0.0,0.872,1.0,32.3,0,Safe
100852,34,10,81.86,6,4,28.43,2.49,3.28,1.0,0.837,4.0,53.23,0,High Risk
100853,49,27,56.76,2,3,29.41,0.0,1.74,1.0,1.0,1.0,37.29,0,Moderate Risk
100854,39,25,55.61,0,2,27.68,6.82,4.1,1.0,0.936,5.0,21.97,0,Moderate Risk
100855,42,26,45.53,0,1,26.08,3.6,3.97,0.0,1.0,2.0,30.51,0,Safe
100856,39,20,67.45,2,1,19.66,4.23,5.89,1.0,0.887,5.0,63.09,0,High Risk
100857,43,20,62.08,0,0,19.13,2.7,4.08,0.0,0.957,2.0,37.93,1,Safe
100858,44,24,65.32,2,2,53.34,3.11,4.15,1.0,0.761,4.0,30.82,0,Moderate Risk
100859,18,0,49.06,2,1,19.53,5.76,3.58,1.0,0.853,2.0,17.92,1,Moderate Risk
100860,46,21,64.75,3,1,54.4,1.43,0.98,1.0,1.0,2.0,42.91,0,Safe
100861,28,3,55.71,5,1,20.75,1.83,2.95,1.0,0.928,3.0,40.22,0,Moderate Risk
100862,23,0,65.23,1,0,,3.43,4.79,0.0,0.828,5.0,43.29,0,High Risk
100863,38,22,54.7,2,2,36.84,3.2,3.98,1.0,0.765,5.0,75.56,0,High Risk
100864,40,18,74.13,4,1,33.36,4.24,3.55,1.0,0.906,4.0,27.12,0,High Risk
100865,31,14,83.73,4,6,10.6,3.45,0.71,1.0,0.895,4.0,36.65,0,High Risk
100866,48,35,51.31,1,0,17.17,1.56,1.82,0.0,0.997,5.0,49.21,1,Safe
100867,24,5,60.11,3,0,30.2,3.04,2.64,0.0,0.785,4.0,33.85,1,Moderate Risk
100868,35,10,28.43,0,1,,3.84,3.27,0.0,0.938,2.0,15.41,0,Safe
100869,33,11,64.12,3,2,25.65,4.63,0.94,0.0,0.866,2.0,46.56,1,Safe
100870,38,10,39.94,1,0,15.82,5.24,3.75,1.0,0.838,3.0,32.62,0,Safe
100871,42,21,52.18,2,0,24.97,2.74,3.48,0.0,0.924,5.0,29.85,0,Safe
100872,28,0,37.27,0,0,33.49,2.64,4.2,0.0,1.0,1.0,27.28,0,Safe
100873,47,26,53.43,0,0,21.79,1.53,3.18,0.0,0.972,5.0,62.33,0,Safe
100874,40,20,72.15,3,4,51.96,5.22,6.23,1.0,0.888,5.0,57.99,0,High Risk
100875,18,3,34.87,0,0,28.52,3.01,5.64,0.0,0.85,1.0,25.57,1,Moderate Risk
100876,18,0,51.2,1,1,43.04,2.54,2.31,0.0,0.962,1.0,17.22,0,Safe
100877,39,21,49.33,1,4,19.28,3.49,2.55,1.0,0.943,3.0,53.4,0,Safe
100878,37,20,79.54,1,5,,5.98,5.53,0.0,0.753,1.0,67.1,1,High Risk
100879,38,13,70.18,4,3,19.13,1.88,4.4,0.0,0.966,4.0,68.85,1,Moderate Risk
100880,39,15,35.31,0,0,36.28,4.4,2.87,1.0,0.903,2.0,24.31,1,Safe
100881,41,17,63.55,1,1,22.98,2.56,5.73,1.0,0.901,2.0,58.03,0,Safe
100882,49,31,77.49,5,3,12.87,3.19,2.52,2.0,1.0,2.0,44.76,0,Moderate Risk
100883,27,7,68.89,2,4,22.85,5.01,3.6,0.0,0.846,4.0,16.38,0,Safe
100884,26,6,45.24,2,1,18.97,5.73,4.85,1.0,0.865,5.0,29.0,0,High Risk
100885,27,4,54.78,1,2,24.06,2.82,5.14,1.0,0.882,1.0,29.45,0,Safe
100886,42,16,55.95,1,2,15.24,4.64,2.91,1.0,0.947,1.0,47.23,0,Safe
100887,53,32,47.35,0,0,11.88,3.4,4.17,0.0,0.898,4.0,28.64,0,Safe
100888,34,6,34.25,1,0,18.57,4.34,3.95,1.0,0.834,5.0,50.65,0,High Risk
100889,18,0,54.61,0,1,14.84,5.94,2.64,0.0,0.887,5.0,43.71,0,Safe
100890,20,1,68.46,3,2,45.68,2.6,3.74,1.0,0.824,4.0,50.46,1,High Risk
100891,30,7,55.19,3,1,26.89,4.95,2.86,0.0,1.0,2.0,31.62,0,Safe
100892,33,6,55.28,0,0,28.36,3.93,4.9,0.0,0.745,1.0,44.08,0,Safe
100893,35,7,55.84,2,1,23.9,5.64,2.64,1.0,0.956,1.0,27.11,0,High Risk
100894,39,14,92.51,3,2,,4.12,4.42,1.0,0.771,1.0,49.2,0,Moderate Risk
100895,36,16,54.29,3,2,31.15,3.1,3.94,1.0,0.889,3.0,38.67,0,Safe
100896,51,32,66.61,1,3,26.84,4.48,4.6,0.0,0.84,2.0,43.37,0,Moderate Risk
100897,32,10,50.07,1,2,17.35,2.57,3.45,1.0,0.801,5.0,39.81,0,Safe
100898,30,4,51.81,0,1,38.4,3.04,2.89,0.0,0.964,3.0,17.98,0,Safe
100899,44,22,58.18,1,0,14.46,1.9,3.88,1.0,0.978,4.0,57.12,1,Safe
100900,22,0,49.33,2,0,28.88,2.77,3.96,0.0,0.887,5.0,38.99,0,Moderate Risk
100901,43,23,56.49,0,0,38.38,0.0,3.1,0.0,0.903,2.0,57.39,0,Safe
100902,40,22,68.16,2,3,46.6,2.31,7.26,2.0,0.825,1.0,56.28,1,High Risk
100903,37,18,45.59,2,0,23.02,3.18,2.35,0.0,0.877,1.0,32.2,0,Safe
100904,56,36,60.57,2,4,15.01,4.29,4.4,2.0,0.889,4.0,42.68,1,Moderate Risk
100905,32,5,66.06,2,2,15.29,2.12,3.67,0.0,0.872,1.0,20.49,0,Safe
100906,62,43,46.12,3,2,17.65,2.15,3.36,0.0,0.928,3.0,62.17,0,Safe
100907,37,17,77.06,3,2,21.19,3.03,4.03,1.0,1.0,3.0,45.64,0,Moderate Risk
100908,25,9,58.39,3,0,41.69,4.87,5.22,2.0,0.912,3.0,42.39,0,High Risk
100909,40,17,60.39,1,1,26.51,3.64,3.87,1.0,0.924,5.0,38.43,0,Safe
100910,27,2,38.81,1,3,17.22,4.42,3.1,0.0,0.831,1.0,26.8,0,Safe
100911,31,5,58.67,5,1,37.95,5.19,4.78,0.0,0.903,3.0,54.49,0,High Risk
100912,43,22,65.22,1,1,38.87,,4.12,1.0,0.714,2.0,66.91,0,High Risk
100913,45,23,78.94,3,3,27.12,2.13,5.4,0.0,0.86,1.0,58.92,0,Safe
100914,32,13,64.56,4,2,37.28,6.36,5.87,1.0,0.793,3.0,38.85,0,High Risk
100915,50,28,70.54,3,2,23.19,0.0,3.21,1.0,0.896,2.0,48.84,0,Safe
100916,52,31,34.82,0,0,32.79,4.53,3.79,0.0,0.886,1.0,57.66,0,Safe
100917,55,35,59.35,1,2,17.14,,3.48,2.0,0.904,3.0,46.83,1,Safe
100918,45,25,73.63,1,1,46.97,5.21,4.65,0.0,0.876,5.0,66.84,0,High Risk
100919,54,32,50.65,2,1,13.18,2.6,3.52,0.0,0.949,1.0,60.02,0,Safe
100920,18,0,69.11,3,2,81.3,3.0,4.02,2.0,0.897,2.0,71.43,1,High Risk
100921,36,17,69.46,3,1,59.56,1.46,3.82,0.0,0.798,3.0,44.07,0,Safe
100922,29,2,55.79,0,1,51.28,1.97,2.63,1.0,0.793,4.0,9.46,0,Safe
100923,40,9,49.38,0,1,19.15,3.29,2.92,0.0,0.898,3.0,40.84,0,Safe
100924,33,18,36.26,1,1,21.69,1.87,5.39,0.0,0.933,2.0,37.4,0,Safe
100925,37,22,78.77,4,3,19.6,1.97,3.09,0.0,0.922,1.0,44.91,0,Safe
100926,60,44,62.49,1,3,14.31,1.2,3.66,0.0,1.0,1.0,69.08,0,Safe
100927,37,18,58.47,1,3,19.77,5.06,3.81,0.0,0.971,5.0,35.46,0,Moderate Risk
100928,44,21,54.38,3,2,31.52,1.98,4.3,2.0,0.996,1.0,32.64,0,Safe
100929,36,14,56.75,0,2,22.74,4.1,3.45,0.0,0.936,3.0,33.32,0,Safe
100930,40,20,54.24,0,4,15.81,3.03,3.32,0.0,0.927,3.0,68.25,0,Safe
100931,39,17,72.98,2,0,12.98,3.92,2.85,1.0,0.745,4.0,36.21,0,Moderate Risk
100932,44,27,66.66,1,3,36.43,2.58,3.28,1.0,0.901,1.0,47.05,0,Safe
100933,52,33,44.28,1,1,25.08,4.32,6.13,1.0,0.896,3.0,67.42,0,Moderate Risk
100934,57,37,37.72,0,1,22.63,4.04,4.58,0.0,0.906,3.0,54.1,0,Safe
100935,42,29,58.32,4,0,9.09,5.06,2.83,,1.0,4.0,17.33,0,Safe
100936,45,30,36.33,1,0,14.44,1.88,4.12,0.0,0.841,5.0,38.8,0,Safe
100937,26,11,59.32,5,2,26.81,2.07,4.77,2.0,0.973,3.0,32.59,0,Moderate Risk
100938,38,15,51.57,0,1,31.4,2.73,2.83,0.0,0.937,3.0,20.39,0,Safe
100939,49,28,71.32,1,1,8.8,3.19,3.03,0.0,0.955,2.0,38.44,0,Safe
100940,49,27,80.06,3,8,23.94,3.93,3.58,2.0,0.971,3.0,11.27,0,Moderate Risk
100941,41,29,36.37,2,1,26.77,1.93,2.84,1.0,0.788,4.0,48.28,0,Safe
100942,49,35,89.38,1,2,,3.34,3.1,1.0,0.963,5.0,45.79,0,Safe
100943,44,22,59.98,1,0,41.95,2.87,3.6,2.0,0.779,2.0,34.34,1,Moderate Risk
100944,52,43,67.42,2,3,11.03,2.55,2.92,0.0,0.975,1.0,25.75,0,Safe
100945,42,17,39.93,2,1,28.85,3.32,7.59,0.0,0.813,4.0,58.47,0,High Risk
100946,35,22,69.94,0,0,19.87,5.73,3.24,0.0,0.857,1.0,36.02,1,Safe
100947,43,20,48.58,1,0,32.19,4.58,2.96,1.0,0.861,3.0,55.57,0,Safe
100948,18,2,56.48,4,3,27.28,5.56,5.49,0.0,0.861,2.0,36.93,0,High Risk
100949,43,19,39.12,1,1,40.33,3.89,4.9,0.0,0.894,,59.69,0,Moderate Risk
100950,18,0,62.47,4,0,18.82,6.83,4.26,1.0,0.94,4.0,45.01,0,Moderate Risk
100951,20,9,67.8,3,8,21.79,5.08,5.16,0.0,1.0,3.0,41.32,0,High Risk
100952,44,21,61.96,1,2,32.3,0.79,2.0,,0.85,1.0,32.54,0,Safe
100953,44,31,70.55,0,4,24.67,4.24,4.7,0.0,0.924,3.0,60.41,0,Moderate Risk
100954,26,4,68.73,7,2,35.14,4.3,4.12,2.0,0.866,1.0,36.41,0,High Risk
100955,31,12,48.43,0,1,36.74,4.54,4.39,1.0,0.803,1.0,30.86,0,Safe
100956,54,34,72.65,6,2,32.64,0.45,3.49,0.0,0.772,3.0,43.59,0,Safe
100957,34,18,61.03,1,1,28.36,0.81,5.99,0.0,0.833,1.0,41.41,0,Safe
100958,64,41,59.75,2,1,32.1,2.84,3.63,1.0,0.876,1.0,57.51,0,Safe
100959,39,25,61.63,1,2,22.73,0.11,1.83,0.0,0.889,3.0,20.91,0,Safe
100960,43,18,57.17,0,2,31.73,4.5,5.34,0.0,0.79,5.0,70.56,0,Moderate Risk
100961,57,39,26.21,0,1,12.36,3.25,4.78,0.0,0.921,4.0,52.14,0,Safe
100962,40,26,47.06,0,1,25.85,6.37,3.18,0.0,0.893,3.0,43.53,0,Safe
100963,28,2,43.14,0,0,30.18,4.42,4.75,0.0,0.814,1.0,43.77,0,Safe
100964,38,18,77.91,4,4,51.02,4.48,3.35,0.0,0.914,2.0,23.58,1,Moderate Risk
100965,39,12,72.63,1,3,23.54,4.46,2.63,2.0,0.777,4.0,42.13,0,Moderate Risk
100966,24,0,67.8,0,2,16.84,3.97,3.62,0.0,0.915,1.0,45.8,0,Moderate Risk
100967,36,19,54.11,2,0,13.91,3.47,2.83,0.0,0.903,3.0,38.65,0,Safe
100968,31,12,52.96,1,0,51.81,3.38,3.3,0.0,0.862,5.0,46.92,0,Moderate Risk
100969,49,29,45.86,0,1,44.05,0.0,2.85,0.0,,3.0,53.9,0,Safe
100970,39,13,82.64,5,1,30.2,5.36,3.81,1.0,0.908,5.0,32.12,0,Moderate Risk
100971,36,14,45.33,2,1,13.61,5.34,4.93,1.0,0.776,4.0,56.07,0,Moderate Risk
100972,38,17,27.5,0,1,29.85,4.8,3.28,1.0,0.874,3.0,41.02,0,Safe
100973,41,22,71.47,3,2,30.31,3.33,4.45,1.0,0.931,2.0,65.72,1,High Risk
100974,46,26,75.16,4,1,24.21,2.83,1.96,1.0,0.947,2.0,59.43,0,Safe
100975,28,3,77.89,3,1,31.87,1.82,3.5,1.0,0.822,2.0,43.54,0,Moderate Risk
100976,28,8,71.79,3,4,22.8,1.47,4.02,0.0,0.821,1.0,30.02,0,Safe
100977,51,33,70.44,3,3,10.8,1.99,2.67,0.0,0.979,4.0,43.92,0,Safe
100978,34,16,62.17,1,1,37.84,3.71,5.09,0.0,0.914,3.0,53.61,0,Moderate Risk
100979,23,5,31.86,2,0,30.94,4.32,2.05,0.0,0.803,3.0,32.38,0,Safe
100980,44,30,57.94,1,3,43.98,2.12,3.01,1.0,0.797,2.0,49.8,1,Moderate Risk
100981,44,27,66.9,3,1,33.3,,4.25,0.0,0.872,2.0,50.5,0,Safe
100982,22,0,57.28,6,2,20.37,2.71,4.23,2.0,0.836,4.0,36.65,0,Moderate Risk
100983,42,23,58.41,2,2,11.5,2.95,5.35,1.0,,2.0,33.2,0,Safe
100984,47,24,47.7,1,2,29.56,0.47,4.39,0.0,0.997,1.0,62.45,0,Safe
100985,43,33,47.86,3,1,23.21,3.31,5.23,,0.83,,50.96,0,Safe
100986,46,24,78.76,3,1,25.4,5.86,3.42,4.0,0.893,4.0,39.66,1,High Risk
100987,24,5,76.22,4,1,31.14,2.32,3.64,1.0,0.824,1.0,29.62,0,High Risk
100988,43,25,52.26,3,3,10.79,6.69,2.95,1.0,0.977,2.0,54.28,0,High Risk
100989,36,15,54.7,2,2,24.11,2.19,4.76,1.0,0.956,3.0,40.47,0,Moderate Risk
100990,34,16,53.28,3,3,17.95,2.98,3.44,1.0,0.844,2.0,53.25,0,Moderate Risk
100991,49,38,56.86,2,0,24.18,3.82,4.42,0.0,0.996,1.0,35.29,0,Safe
100992,55,32,83.89,1,3,15.96,2.92,1.1,0.0,0.985,3.0,48.67,0,Safe
100993,59,38,36.37,0,1,18.29,0.12,0.14,0.0,0.92,2.0,40.6,0,Safe
100994,53,34,68.31,3,1,18.36,3.43,6.0,0.0,0.976,2.0,66.38,0,Moderate Risk
100995,38,22,55.66,0,2,20.73,3.31,7.64,0.0,0.813,3.0,47.26,0,Moderate Risk
100996,43,29,63.39,1,0,34.74,2.55,4.23,0.0,1.0,5.0,32.43,0,Safe
100997,47,26,83.53,4,6,19.51,3.18,5.58,1.0,0.918,3.0,54.94,0,High Risk
100998,40,14,85.29,2,3,38.57,4.17,3.85,0.0,0.961,1.0,55.9,0,Safe
100999,40,19,53.85,1,1,10.87,1.76,1.33,0.0,0.88,3.0,38.14,0,Safe
101000,48,34,58.31,1,3,15.84,3.91,5.5,2.0,0.816,2.0,35.76,1,High Risk
101001,38,17,53.72,2,1,11.85,2.29,2.75,1.0,0.95,1.0,15.31,0,Safe
101002,31,11,55.97,1,2,34.81,6.12,4.76,0.0,0.821,1.0,53.63,1,High Risk
